AE,AE_1_2011-10-24,AEYN,
AE,AE_2_2011-10-24,AESPID,AESPID
AE,AE_3_2011-10-24,AETERM,AETERM
AE,AE_4_2011-10-24,AEOCCUR,
AE,AE_5_2011-10-24,AESTDTC,AESTDTC
AE,AE_6_2011-10-24,AESTDAT,AESTDTC
AE,AE_7_2011-10-24,AESTTIM,AESTDTC
AE,AE_8_2011-10-24,AEENDTC,AEENDTC
AE,AE_9_2011-10-24,AEENDAT,AEENDTC
AE,AE_10_2011-10-24,AEENTIM,AEENDTC
AE,AE_11_2011-10-24,AEONGO,AEENRF
AE,AE_12_2011-10-24,AESEV,AESEV
AE,AE_13_2011-10-24,AETOXGR,AETOXGR
AE,AE_14_2011-10-24,AESER,AESER
AE,AE_15_2011-10-24,AESCONG,AESCONG
AE,AE_16_2011-10-24,AESDISAB,AESDISAB
AE,AE_17_2011-10-24,AESDTH,AESDTH
AE,AE_18_2011-10-24,AESHOSP,AESHOSP
AE,AE_19_2011-10-24,AESLIFE,AESLIFE
AE,AE_20_2011-10-24,AESMIE,AESMIE
AE,AE_21_2011-10-24,AEREL,AEREL
AE,AE_22_2011-10-24,AEACN,AEACN
AE,AE_23_2011-10-24,AEACNOTH,AEACNOTH
AE,AE_24_2011-10-24,AEOUT,AEOUT
AE,AE_25_2011-10-24,AEDIS,
