DA,DA_1_2011-10-24,DAPERF,DASTAT
DA,DA_2_2011-10-24,DACAT,DACAT
DA,DA_3_2011-10-24,DASCAT,DASCAT
DA,DA_4_2011-10-24,DADAT,DADTC
DA,DA_5_2011-10-24,DAREFID,DAREFID
DA,DA_6_2011-10-24,DATEST,DATEST
DA,DA_7_2011-10-24,DAORRES,DAORRES+DAORRESU
DA,DA_8_2011-10-24,RETAMT.DADAT,DADTC
DA,DA_9_2011-10-24,RETAMT.DAREFID,DAREFID
DA,DA_10_2011-10-24,RETAMT.DAPERF,DASTAT
DA,DA_11_2011-10-24,RETAMT.DAORRES,DAORRES+DAORRESU
DA,DA_12_2011-10-24,DISPAMT.DADAT,DADTC
DA,DA_13_2011-10-24,DISPAMT.DAREFID,DAREFID
DA,DA_14_2011-10-24,DISPAMT.DAPERF,DASTAT
DA,DA_15_2011-10-24,DISPAMT.DAORRES,DAORRES+DAORRESU
